4;10;4;1
-0.000398;0.002883;-0.000398;0.003003;
0.000266;0.000958;0.000398;0.000958;
0.000399;-0.000479;0.000797;-0.000359;
0.000664;-0.001197;0.000133;-0.001197;
-0.000663;0.000000;-0.000133;-0.000120;
0.000266;-0.000959;0.000000;-0.000959;
-0.001460;-0.000240;-0.000929;-0.000240;
0.003191;-0.000720;0.002921;-0.000840;
0.000398;0.000360;0.000530;0.000601;
-0.001987;-0.000360;-0.002382;-0.000480;
0.001460;0.000961;0.001857;0.001201;
20160121-09:37:41.359 BRT;20160121-09:41:57.384 BRT;20160121-09:46:13.397 BRT;20160121-09:50:29.406 BRT;20160121-09:54:45.514 BRT;20160121-09:59:01.689 BRT;20160121-10:03:17.700 BRT;20160121-10:07:33.748 BRT;20160121-10:11:49.770 BRT;20160121-10:16:05.785 BRT;20160121-10:20:21.825 BRT;
