4;10;4;1
-0.000263;0.000000;-0.000263;0.000121;
0.001182;0.000000;0.001050;0.000000;
-0.000656;0.000241;-0.000787;0.000362;
0.000131;0.000241;0.000525;0.000000;
0.000131;0.000603;-0.000131;0.000483;
-0.000788;-0.000241;-0.000787;-0.000241;
-0.000920;0.000362;-0.000919;0.000603;
-0.000395;0.000482;-0.000263;0.000362;
-0.000789;0.000362;-0.000789;0.000362;
0.000658;0.000000;0.000526;0.000000;
0.000395;-0.000482;0.000395;-0.000361;
20160121-15:37:26.141 BRT;20160121-15:38:30.432 BRT;20160121-15:39:34.498 BRT;20160121-15:40:38.498 BRT;20160121-15:41:42.580 BRT;20160121-15:42:46.605 BRT;20160121-15:43:50.605 BRT;20160121-15:44:54.610 BRT;20160121-15:45:58.640 BRT;20160121-15:47:02.651 BRT;20160121-15:48:06.677 BRT;
